brand2,raw_model,model2,candidate_powertrain,review_status,evidence,reviewer,reviewed_at,notes
TOYOTA,ESTIMA HYBRID AERAS,ESTIMA HYBRID AERAS,,pending,,,,auto-added from latest model data
TOYOTA,HARRIER 2.5 HYBRID Z LEATHER,HARRIER 2.5 HYBRID Z LEATHER,,pending,,,,auto-added from latest model data
TOYOTA,HARRIER HYBRID Z E-FOUR,HARRIER HYBRID Z E-FOUR,,pending,,,,auto-added from latest model data
TOYOTA,HARRIER HYBRID Z LEATHER,HARRIER HYBRID Z LEATHER,,pending,,,,auto-added from latest model data
TOYOTA,LANDCRUISER PRADO 2.8,LANDCRUISER PRADO 2.8,,pending,,,,auto-added from latest model data
TOYOTA,LANDCRUISER PRADO TZ-G,LANDCRUISER PRADO TZ-G,,pending,,,,auto-added from latest model data
TOYOTA,LANDCRUISER PRADO TZG 2.8L,LANDCRUISER PRADO TZG 2.8L,,pending,,,,auto-added from latest model data
TOYOTA,NCP150R-BEPRKT C1,NCP150R-BEPRKT C1,,pending,,,,auto-added from latest model data
TOYOTA,SUPRA,SUPRA,,pending,,,,auto-added from latest model data
TOYOTA,TGN61R-NKPSKT  A8,TGN61R-NKPSKT  A8,,pending,,,,auto-added from latest model data
TOYOTA,VELLFIRE 2.5 HYBRID ZR,VELLFIRE 2.5 HYBRID ZR,,pending,,,,auto-added from latest model data
TOYOTA,VELLFIRE 2.5Z,VELLFIRE 2.5Z,,pending,,,,auto-added from latest model data
TOYOTA,Yaris 1.2G CVT,Yaris 1.2G CVT,,pending,,,,auto-added from latest model data
TOYOTA,ZRE172R-GEXEGT B1,ZRE172R-GEXEGT B1,,pending,,,,auto-added from latest model data
VOLKSWAGEN,GOLF GTI CLUBSPORT S,GOLF GTI CLUBSPORT S,,pending,,,,auto-added from latest model data
VOLVO,XC60 D4,XC60 D4,,pending,,,,auto-added from latest model data
TOYOTA,D-Cab 4X2 2.5 J W PS-M/T,D-Cab 4X2 2.5 J W PS-M/T,,pending,,,,auto-added from latest model data
NISSAN,BDBARGZL33MHA---A-,BDBARGZL33MHA---A-,,pending,,,,auto-added from latest model data
FORD,Ford Ecosport,Ford Ecosport,,pending,,,,auto-added from latest model data
MASERATI,LEVANTE DIESEL,LEVANTE DIESEL,,pending,,,,auto-added from latest model data
PROTON,EXORA,EXORA,,pending,,,,auto-added from latest model data
TOYOTA,D-Cab 4x4 2.8G A/T,D-Cab 4x4 2.8G A/T,,pending,,,,auto-added from latest model data
TOYOTA,HARRIER 2.0 G LEATHER PACKAGE,HARRIER 2.0 G LEATHER PACKAGE,,pending,,,,auto-added from latest model data
MITSUBISHI,KG6WGYPYRU,KG6WGYPYRU,,pending,,,,auto-added from latest model data
LAMBORGHINI,HURACAN EVO,HURACAN EVO,,pending,,,,auto-added from latest model data
PORSCHE,911 CARRERA 4S COUPE PDK,911 CARRERA 4S COUPE PDK,,pending,,,,auto-added from latest model data
AUDI,A8 L 55 TFSI q Premium,A8 L 55 TFSI q Premium,,pending,,,,auto-added from latest model data
SUZUKI,CIAZ GLX 1.25L CVT,CIAZ GLX 1.25L CVT,,pending,,,,auto-added from latest model data
CHEVROLET,COLORADO C-CAB MIDNIGHT,COLORADO C-CAB MIDNIGHT,,pending,,,,auto-added from latest model data
SUZUKI,ERTIGA GL 1.4L,ERTIGA GL 1.4L,,pending,,,,auto-added from latest model data
SUBARU,WRX + L2.0 AWD 6MT,WRX + L2.0 AWD 6MT,,pending,,,,auto-added from latest model data
TOYOTA,KUN51R-NKPSYT  B7,KUN51R-NKPSYT  B7,,pending,,,,auto-added from latest model data
Star8,HURRICANE,HURRICANE,,pending,,,,auto-added from latest model data
BENELLI,BJ600GS,BJ600GS,,pending,,,,auto-added from latest model data
BMW,R nineT Scrambler US,R nineT Scrambler US,,pending,,,,auto-added from latest model data
BMW,R nineT Urban G/S US,R nineT Urban G/S US,,pending,,,,auto-added from latest model data
DUCATI,DIAVEL 1260,DIAVEL 1260,,pending,,,,auto-added from latest model data
DUCATI,MULTISTRADA 1260 ENDURO,MULTISTRADA 1260 ENDURO,,pending,,,,auto-added from latest model data
DUCATI,PANIGALE V4,PANIGALE V4,,pending,,,,auto-added from latest model data
DUCATI,PANIGALE V4 SPECIALE,PANIGALE V4 SPECIALE,,pending,,,,auto-added from latest model data
DUCATI,STREETFIGHTER V4S,STREETFIGHTER V4S,,pending,,,,auto-added from latest model data
DUCATI,SUPERBIKE 959,SUPERBIKE 959,,pending,,,,auto-added from latest model data
HARLEY DAVIDSON,FLHTKL,FLHTKL,,pending,,,,auto-added from latest model data
HONDA,CBR1000RR-R,CBR1000RR-R,,pending,,,,auto-added from latest model data
HONDA,CRF450RL,CRF450RL,,pending,,,,auto-added from latest model data
HONDA,EVN4L 7U,EVN4L 7U,,pending,,,,auto-added from latest model data
HUSQVARNA,701 ENDURO,701 ENDURO,,pending,,,,auto-added from latest model data
INDIAN,CHIEF CLASSIC,CHIEF CLASSIC,,pending,,,,auto-added from latest model data
KAWASAKI,MEGURO K3,MEGURO K3,,pending,,,,auto-added from latest model data
KAWASAKI,NINJA H2 SX SE PLUS,NINJA H2 SX SE PLUS,,pending,,,,auto-added from latest model data
KAWASAKI,VERSYS1000,VERSYS1000,,pending,,,,auto-added from latest model data
KTM,1290 SUPER ADVENTURE,1290 SUPER ADVENTURE,,pending,,,,auto-added from latest model data
KTM,390 ADVENTURE,390 ADVENTURE,,pending,,,,auto-added from latest model data
KTM,790 ADVENTURE,790 ADVENTURE,,pending,,,,auto-added from latest model data
LVNENG,SWAG TYPE-X,SWAG TYPE-X,,pending,,,,auto-added from latest model data
MV AGUSTA,F4,F4,,pending,,,,auto-added from latest model data
PEUGEOT,DJANGO125,DJANGO125,,pending,,,,auto-added from latest model data
STALLIONS,170i,170i,,pending,,,,auto-added from latest model data
STROM,Sailfish SFH-150Ls,Sailfish SFH-150Ls,,pending,,,,auto-added from latest model data
SUZUKI,BOULEVARD,BOULEVARD,,pending,,,,auto-added from latest model data
SUZUKI,GSX-R1000,GSX-R1000,,pending,,,,auto-added from latest model data
THOMAS,CHARMING,CHARMING,,pending,,,,auto-added from latest model data
TRIUMPH,TRIDENT,TRIDENT,,pending,,,,auto-added from latest model data
V-TWIN,REPLICA PANHEAD,REPLICA PANHEAD,,pending,,,,auto-added from latest model data
VESPA,LT 125 3V IE,LT 125 3V IE,,pending,,,,auto-added from latest model data
YAMAHA,Filano,Filano,,pending,,,,auto-added from latest model data
LIFAN,LF200-10L,LF200-10L,,pending,,,,auto-added from latest model data
TIGER,BOXER-A,BOXER-A,,pending,,,,auto-added from latest model data
M BIKE,BONUSX110II,BONUSX110II,,pending,,,,auto-added from latest model data
SUZUKI,FD110XCSU,FD110XCSU,,pending,,,,auto-added from latest model data
YAMAHA,33S300,33S300,,pending,,,,auto-added from latest model data
KEEWAY,JL200GY-3C,JL200GY-3C,,pending,,,,auto-added from latest model data
YAMAHA,52B300,52B300,,pending,,,,auto-added from latest model data
STALLION,CENTAUR,CENTAUR,,pending,,,,auto-added from latest model data
KAWASAKI,NINJA1000,NINJA1000,,pending,,,,auto-added from latest model data
YAMAHA,5P0400,5P0400,,pending,,,,auto-added from latest model data
YAMAHA,5P0600,5P0600,,pending,,,,auto-added from latest model data
DUCATI,MULTISTRADA 950,MULTISTRADA 950,,pending,,,,auto-added from latest model data
GPX,THUNDER125,THUNDER125,,pending,,,,auto-added from latest model data
YAMAHA,20B200,20B200,,pending,,,,auto-added from latest model data
SUZUKI,SKYDRIVE,SKYDRIVE,,pending,,,,auto-added from latest model data
PLATINUM,PX150,PX150,,pending,,,,auto-added from latest model data
SUZUKI,FL125FS,FL125FS,,pending,,,,auto-added from latest model data
YAMAHA,4D0A00,4D0A00,,pending,,,,auto-added from latest model data
STALLION,BUDDY 105,BUDDY 105,,pending,,,,auto-added from latest model data
SUZUKI,FD125XU,FD125XU,,pending,,,,auto-added from latest model data
VIVACE,YG 100-7,YG 100-7,,pending,,,,auto-added from latest model data
TIGER,SMART-C04,SMART-C04,,pending,,,,auto-added from latest model data
M BIKE,MB125T-6,MB125T-6,,pending,,,,auto-added from latest model data
HONDA,WAVE100S,WAVE100S,,pending,,,,auto-added from latest model data
HONDA,PHANTOM,PHANTOM,,pending,,,,auto-added from latest model data
KUBOTA,M7040DT,M7040DT,,pending,,,,auto-added from latest model data
CATERPILLAR,315DL,315DL,,pending,,,,auto-added from latest model data
CATERPILLAR,320GC,320GC,,pending,,,,auto-added from latest model data
CATERPILLAR,914G2,914G2,,pending,,,,auto-added from latest model data
CATERPILLAR,D5N,D5N,,pending,,,,auto-added from latest model data
CATERPILLAR,D6H,D6H,,pending,,,,auto-added from latest model data
CATERPILLAR,D7G,D7G,,pending,,,,auto-added from latest model data
CLAAS,TALOS240CAB,TALOS240CAB,,pending,,,,auto-added from latest model data
CMI,RS800,RS800,,pending,,,,auto-added from latest model data
DOOSAN,DX225SLR,DX225SLR,,pending,,,,auto-added from latest model data
DOOSAN,DX340LC,DX340LC,,pending,,,,auto-added from latest model data
HIDROMEK,HMK390LC3,HMK390LC3,,pending,,,,auto-added from latest model data
HITACHI,EX200LC-2,EX200LC-2,,pending,,,,auto-added from latest model data
HITACHI,ZW140,ZW140,,pending,,,,auto-added from latest model data
HITACHI,ZW220,ZW220,,pending,,,,auto-added from latest model data
HITACHI,ZX135US-E,ZX135US-E,,pending,,,,auto-added from latest model data
HITACHI,ZX200LC,ZX200LC,,pending,,,,auto-added from latest model data
HITACHI,ZX210K-3,ZX210K-3,,pending,,,,auto-added from latest model data
HYUNDAI,HL665L,HL665L,,pending,,,,auto-added from latest model data
ISEKI,T954PWCE1T,T954PWCE1T,,pending,,,,auto-added from latest model data
JCB,51R-1,51R-1,,pending,,,,auto-added from latest model data
JCB,ไม่ระบุ,ไม่ระบุ,,pending,,,,auto-added from latest model data
KATO,HD820-R5,HD820-R5,,pending,,,,auto-added from latest model data
KIOTI,DK901,DK901,,pending,,,,auto-added from latest model data
KOBELCO,SK125SR-3,SK125SR-3,,pending,,,,auto-added from latest model data
KOBELCO,SK135SR-3,SK135SR-3,,pending,,,,auto-added from latest model data
KOBELCO,SK200-VIS,SK200-VIS,,pending,,,,auto-added from latest model data
KOBELCO,SK230-6,SK230-6,,pending,,,,auto-added from latest model data
KOBELCO,SK70SR,SK70SR,,pending,,,,auto-added from latest model data
KOMATSU,PC120-6,PC120-6,,pending,,,,auto-added from latest model data
KOMATSU,PC30-7,PC30-7,,pending,,,,auto-added from latest model data
KOMATSU,PC30-7E,PC30-7E,,pending,,,,auto-added from latest model data
KOMATSU,PC300-8,PC300-8,,pending,,,,auto-added from latest model data
KOMATSU,PC75UU-3,PC75UU-3,,pending,,,,auto-added from latest model data
KOMATSU,PW140-7,PW140-7,,pending,,,,auto-added from latest model data
KOMATSU,WA300-1,WA300-1,,pending,,,,auto-added from latest model data
KOMATSU,WA380-8,WA380-8,,pending,,,,auto-added from latest model data
KUBOTA,B2440,B2440,,pending,,,,auto-added from latest model data
KUBOTA,CB-70,CB-70,,pending,,,,auto-added from latest model data
KUBOTA,CB-93G-TH-K (5T127-90001),CB-93G-TH-K (5T127-90001),,pending,,,,auto-added from latest model data
KUBOTA,DC-105X,DC-105X,,pending,,,,auto-added from latest model data
KUBOTA,DC-35-LAOS,DC-35-LAOS,,pending,,,,auto-added from latest model data
KUBOTA,DC-35-TH,DC-35-TH,,pending,,,,auto-added from latest model data
KUBOTA,DC-93H-TH-K (5T131-00001),DC-93H-TH-K (5T131-00001),,pending,,,,auto-added from latest model data
KUBOTA,KX161-3C TH SPAC NBK,KX161-3C TH SPAC NBK,,pending,,,,auto-added from latest model data
KUBOTA,KX161-3SC,KX161-3SC,,pending,,,,auto-added from latest model data
KUBOTA,KX91-3S2,KX91-3S2,,pending,,,,auto-added from latest model data
MASSEY FERGUSON,MF2635 NON CAB,MF2635 NON CAB,,pending,,,,auto-added from latest model data
SDLG,B877,B877,,pending,,,,auto-added from latest model data
SEM,SEM919,SEM919,,pending,,,,auto-added from latest model data
SONALIKA,WORLDTRAC-90RX,WORLDTRAC-90RX,,pending,,,,auto-added from latest model data
SUMITOMO,SH250-6,SH250-6,,pending,,,,auto-added from latest model data
SUMITOMO,SH250-6LR,SH250-6LR,,pending,,,,auto-added from latest model data
SUMITOMO,SH490LHD-6,SH490LHD-6,,pending,,,,auto-added from latest model data
SUMITOMO,SH80-6B,SH80-6B,,pending,,,,auto-added from latest model data
TPM,SB1 3.5T,SB1 3.5T,,pending,,,,auto-added from latest model data
TPM,SB1 5.5T,SB1 5.5T,,pending,,,,auto-added from latest model data
WIRTGEN,W1900,W1900,,pending,,,,auto-added from latest model data
XCMG,GR2205,GR2205,,pending,,,,auto-added from latest model data
XCMG,LW180K,LW180K,,pending,,,,auto-added from latest model data
XCMG,XE370CA,XE370CA,,pending,,,,auto-added from latest model data
XCMG,XE400DK,XE400DK,,pending,,,,auto-added from latest model data
XCMG,XE490D,XE490D,,pending,,,,auto-added from latest model data
XCMG,XE55DA,XE55DA,,pending,,,,auto-added from latest model data
XCMG,XE700C,XE700C,,pending,,,,auto-added from latest model data
XCMG,XZ120E,XZ120E,,pending,,,,auto-added from latest model data
YANMAR,"HS2000,L","HS2000,L",,pending,,,,auto-added from latest model data
ZOOMLION,ZD160TS-3,ZD160TS-3,,pending,,,,auto-added from latest model data
ZOOMLION,ZE220E-10,ZE220E-10,,pending,,,,auto-added from latest model data
CATERPILLAR,312D2,312D2,,pending,,,,auto-added from latest model data
KOMATSU,PC200LC-8(SLF),PC200LC-8(SLF),,pending,,,,auto-added from latest model data
NEWHOLLAND,7810,7810,,pending,,,,auto-added from latest model data
VOLVO,EC210DLR,EC210DLR,,pending,,,,auto-added from latest model data
VOLVO,EC 210B PRIME,EC 210B PRIME,,pending,,,,auto-added from latest model data
NEWHOLLAND,TM150,TM150,,pending,,,,auto-added from latest model data
KOMATSU,WA200-5,WA200-5,,pending,,,,auto-added from latest model data
NEWHOLLAND,TS6000,TS6000,,pending,,,,auto-added from latest model data
GOODSENSE,FD30,FD30,,pending,,,,auto-added from latest model data
JOHN DEERE,3036EN,3036EN,,pending,,,,auto-added from latest model data
CATERPILLAR,910G,910G,,pending,,,,auto-added from latest model data
KOMATSU,PC130-10M0,PC130-10M0,,pending,,,,auto-added from latest model data
MITSUBISHI,GX3600,GX3600,,pending,,,,auto-added from latest model data
NEWHOLLAND,7840(4WD),7840(4WD),,pending,,,,auto-added from latest model data
FORD,8340,8340,,pending,,,,auto-added from latest model data
KUBOTA,B2140,B2140,,pending,,,,auto-added from latest model data
CAT,143H,143H,,pending,,,,auto-added from latest model data
JOHN DEERE,ไม่ระบุ,ไม่ระบุ,,pending,,,,auto-added from latest model data
KOMATSU,PC120-6E0,PC120-6E0,,pending,,,,auto-added from latest model data
NEWHOLLAND,6610S,6610S,,pending,,,,auto-added from latest model data
NEWHOLLAND,TD5.100,TD5.100,,pending,,,,auto-added from latest model data
SUMITOMO,HA60W-7,HA60W-7,,pending,,,,auto-added from latest model data
VOLVO,EC140BLC,EC140BLC,,pending,,,,auto-added from latest model data
JCB,455ZX,455ZX,,pending,,,,auto-added from latest model data
LIUGONG,CLG856,CLG856,,pending,,,,auto-added from latest model data
SUNWARD,SWE35UF,SWE35UF,,pending,,,,auto-added from latest model data
WIRTGEN,W2000,W2000,,pending,,,,auto-added from latest model data
NEWHOLLAND,TT7514 1 D ALL 02,TT7514 1 D ALL 02,,pending,,,,auto-added from latest model data
SDLG,LG938L SLR,LG938L SLR,,pending,,,,auto-added from latest model data
SDLG,LG958L SLR,LG958L SLR,,pending,,,,auto-added from latest model data
CATERPILLAR,422E,422E,,pending,,,,auto-added from latest model data
CHAMP,YTO-X904,YTO-X904,,pending,,,,auto-added from latest model data
CATERPILLAR,143H,143H,,pending,,,,auto-added from latest model data
JOHN DEERE,5082E,5082E,,pending,,,,auto-added from latest model data
NEWHOLLAND,TM120,TM120,,pending,,,,auto-added from latest model data
KOMATSU,PC45MR-3,PC45MR-3,,pending,,,,auto-added from latest model data
CHAMP,LG816,LG816,,pending,,,,auto-added from latest model data
CHAMP,LG836,LG836,,pending,,,,auto-added from latest model data
FORD,6710,6710,,pending,,,,auto-added from latest model data
NEWHOLLAND,6600,6600,,pending,,,,auto-added from latest model data
KOBELCO,SK140LC-11,SK140LC-11,,pending,,,,auto-added from latest model data
KOBELCO,SK20SR,SK20SR,,pending,,,,auto-added from latest model data
KOBELCO,SK20SR-2,SK20SR-2,,pending,,,,auto-added from latest model data
CAT,140H,140H,,pending,,,,auto-added from latest model data
XCMG,XE215CT,XE215CT,,pending,,,,auto-added from latest model data
BOBCAT,E35ZA2 V,E35ZA2 V,,pending,,,,auto-added from latest model data
CMI,PR800-7,PR800-7,,pending,,,,auto-added from latest model data
NEWHOLLAND,TL100,TL100,,pending,,,,auto-added from latest model data
FORD,4630,4630,,pending,,,,auto-added from latest model data
CATERPILLAR,D6H SERIES II,D6H SERIES II,,pending,,,,auto-added from latest model data
YUCHAI,YC55-8,YC55-8,,pending,,,,auto-added from latest model data
JOHN DEERE,5055,5055,,pending,,,,auto-added from latest model data
KOMATSU,WA470-6,WA470-6,,pending,,,,auto-added from latest model data
CMI,PR-650,PR-650,,pending,,,,auto-added from latest model data
KOBELCO,SK210LC-10,SK210LC-10,,pending,,,,auto-added from latest model data
CLAAS,TALOS130,TALOS130,,pending,,,,auto-added from latest model data
KOMATSU,PC128US-2E1,PC128US-2E1,,pending,,,,auto-added from latest model data
KOMATSU,PC138US-2E1,PC138US-2E1,,pending,,,,auto-added from latest model data
KUBOTA,M8540DTH,M8540DTH,,pending,,,,auto-added from latest model data
LOVOL,EURO TG,EURO TG,,pending,,,,auto-added from latest model data
NEWHOLLAND,T5060,T5060,,pending,,,,auto-added from latest model data
CMI,RS650,RS650,,pending,,,,auto-added from latest model data
HUAJIAN,ZL921,ZL921,,pending,,,,auto-added from latest model data
JOHN DEERE,5040D,5040D,,pending,,,,auto-added from latest model data
KOMATSU,WA380-6,WA380-6,,pending,,,,auto-added from latest model data
HYUNDAI,ROBEX220-9S,ROBEX220-9S,,pending,,,,auto-added from latest model data
KOBELCO,SK380XDLC-10,SK380XDLC-10,,pending,,,,auto-added from latest model data
LOVOL,FR60E,FR60E,,pending,,,,auto-added from latest model data
SEM,SEM656D,SEM656D,,pending,,,,auto-added from latest model data
KOMATSU,PC120-6E,PC120-6E,,pending,,,,auto-added from latest model data
YANMAR,"EF453T,PQ","EF453T,PQ",,pending,,,,auto-added from latest model data
YANMAR,VIO75-B,VIO75-B,,pending,,,,auto-added from latest model data
KOMATSU,PC138US-2,PC138US-2,,pending,,,,auto-added from latest model data
CATERPILLAR,D6R,D6R,,pending,,,,auto-added from latest model data
HITACHI,ZW310-5A,ZW310-5A,,pending,,,,auto-added from latest model data
JOHN DEERE,E130,E130,,pending,,,,auto-added from latest model data
KOMATSU,WA200-1,WA200-1,,pending,,,,auto-added from latest model data
TCM,ZW220,ZW220,,pending,,,,auto-added from latest model data
CASE IH,A8010,A8010,,pending,,,,auto-added from latest model data
FORD,6640(4X2),6640(4X2),,pending,,,,auto-added from latest model data
FORD,7610(4WD),7610(4WD),,pending,,,,auto-added from latest model data
FORD,8010(4WD),8010(4WD),,pending,,,,auto-added from latest model data
NEWHOLLAND,TB110,TB110,,pending,,,,auto-added from latest model data
NEWHOLLAND,TB120(4WD),TB120(4WD),,pending,,,,auto-added from latest model data
NEWHOLLAND,TM165(4WD),TM165(4WD),,pending,,,,auto-added from latest model data
WIRTGEN,1000C,1000C,,pending,,,,auto-added from latest model data
XCMG,LW 330K,LW 330K,,pending,,,,auto-added from latest model data
SAMSUNG,ไม่ระบุ,ไม่ระบุ,,pending,,,,auto-added from latest model data
CHAMP,MX-850,MX-850,,pending,,,,auto-added from latest model data
JOHN DEERE,5610J,5610J,,pending,,,,auto-added from latest model data
VOLVO,EC210BLC,EC210BLC,,pending,,,,auto-added from latest model data
DOOSAN,DX340LCA,DX340LCA,,pending,,,,auto-added from latest model data
SANDVIK,QI441,QI441,,pending,,,,auto-added from latest model data
YANMAR,EF453TLX PQ,EF453TLX PQ,,pending,,,,auto-added from latest model data
CATERPILLAR,303CSR,303CSR,,pending,,,,auto-added from latest model data
KOMATSU,PW130-7K,PW130-7K,,pending,,,,auto-added from latest model data
LIUGONG,ZL50CN,ZL50CN,,pending,,,,auto-added from latest model data
SDLG,LG938L,LG938L,,pending,,,,auto-added from latest model data
MST,M544S,M544S,,pending,,,,auto-added from latest model data
NEWHOLLAND,6640SL,6640SL,,pending,,,,auto-added from latest model data
JOHN DEERE,5610J_93,5610J_93,,pending,,,,auto-added from latest model data
SOOSAN,STD11E,STD11E,,pending,,,,auto-added from latest model data
GALION,ไม่ระบุ,ไม่ระบุ,,pending,,,,auto-added from latest model data
BOMAG,BW121AC,BW121AC,,pending,,,,auto-added from latest model data
BOMAG,BW161AD-4,BW161AD-4,,pending,,,,auto-added from latest model data
CASE CE,1107EX-D,1107EX-D,,pending,,,,auto-added from latest model data
CATERPILLAR,815B,815B,,pending,,,,auto-added from latest model data
DYNAPAC,CP201W,CP201W,,pending,,,,auto-added from latest model data
SAKAI,SV512DF-H,SV512DF-H,,pending,,,,auto-added from latest model data
SAKAI,TW500-1,TW500-1,,pending,,,,auto-added from latest model data
SAKAI,TW500W-1,TW500W-1,,pending,,,,auto-added from latest model data
VOLVO,CR30,CR30,,pending,,,,auto-added from latest model data
XCMG,XS113E,XS113E,,pending,,,,auto-added from latest model data
XCMG,XS123H,XS123H,,pending,,,,auto-added from latest model data
BOMAG,BW211D40,BW211D40,,pending,,,,auto-added from latest model data
HITACHI,RT200WT,RT200WT,,pending,,,,auto-added from latest model data
KOMATSU,JW200,JW200,,pending,,,,auto-added from latest model data
DYNAPAC,CA-250D,CA-250D,,pending,,,,auto-added from latest model data
DYNAPAC,CC224,CC224,,pending,,,,auto-added from latest model data
KAWASAKI,K20-2,K20-2,,pending,,,,auto-added from latest model data
SAKAI,KR20D,KR20D,,pending,,,,auto-added from latest model data
SAKAI,SW900,SW900,,pending,,,,auto-added from latest model data
DYNAPAC,CC422,CC422,,pending,,,,auto-added from latest model data
SUMITOMO,HTW20,HTW20,,pending,,,,auto-added from latest model data
AMMANN,ASC120,ASC120,,pending,,,,auto-added from latest model data
LIUGONG,CLG6208E,CLG6208E,,pending,,,,auto-added from latest model data
STA,ไม่ระบุ,ไม่ระบุ,,pending,,,,auto-added from latest model data
SAKAI,SW800-II,SW800-II,,pending,,,,auto-added from latest model data
SAKAI,TS600,TS600,,pending,,,,auto-added from latest model data
HAMM,HD90VV,HD90VV,,pending,,,,auto-added from latest model data
SAKAI,SW60,SW60,,pending,,,,auto-added from latest model data
HAMM,311D,311D,,pending,,,,auto-added from latest model data
DYNAPAC,CA602D,CA602D,,pending,,,,auto-added from latest model data
DYNAPAC,CP202W,CP202W,,pending,,,,auto-added from latest model data
CASE,1107EX-PD,1107EX-PD,,pending,,,,auto-added from latest model data
SAKAI,TS150,TS150,,pending,,,,auto-added from latest model data
HITACHI,CP210,CP210,,pending,,,,auto-added from latest model data
KANTO,ไม่ระบุ,ไม่ระบุ,,pending,,,,auto-added from latest model data
KANTO,P20A,P20A,,pending,,,,auto-added from latest model data
ไม่ระบุ,20B01,20B01,,pending,,,,auto-added from latest model data
ไม่ระบุ,AIRSTREAM,AIRSTREAM,,pending,,,,auto-added from latest model data
ไม่ระบุ,BAILEY,BAILEY,,pending,,,,auto-added from latest model data
ไม่ระบุ,CAMPER,CAMPER,,pending,,,,auto-added from latest model data
ไม่ระบุ,ELDDIS CRUSADER,ELDDIS CRUSADER,,pending,,,,auto-added from latest model data
ไม่ระบุ,LUNAR DELTA 540/2,LUNAR DELTA 540/2,,pending,,,,auto-added from latest model data
ไม่ระบุ,TR0505B,TR0505B,,pending,,,,auto-added from latest model data
ไม่ระบุ,CHALLENGER 490 LSE,CHALLENGER 490 LSE,,pending,,,,auto-added from latest model data
Mercedes-Benz,SPRINTER 419 CDI VAN,SPRINTER 419 CDI VAN,,pending,,,,auto-added from latest model data
Mercedes-Benz,SPRINTER 519 CDI VAN,SPRINTER 519 CDI VAN,,pending,,,,auto-added from latest model data
Mercedes-Benz,VITO 116 CDI,VITO 116 CDI,,pending,,,,auto-added from latest model data
KIA,CANIVAL,CANIVAL,,pending,,,,auto-added from latest model data
KIA,CARNIVAL,CARNIVAL,,pending,,,,auto-added from latest model data
SSANGYONG,RODIUS,RODIUS,,pending,,,,auto-added from latest model data
TOYOTA,KDH223R-LEPDYT A1,KDH223R-LEPDYT A1,,pending,,,,auto-added from latest model data
TOYOTA,KDH223R-LEPDYT B1,KDH223R-LEPDYT B1,,pending,,,,auto-added from latest model data
VOLKSWAGEN,CARAVELLE,CARAVELLE,,pending,,,,auto-added from latest model data
VOLKSWAGEN,CARAVELLE MINORCHANGE 2,CARAVELLE MINORCHANGE 2,,pending,,,,auto-added from latest model data
Mercedes-Benz,VITO 116 CDI VAN EX.LONG,VITO 116 CDI VAN EX.LONG,,pending,,,,auto-added from latest model data
DAIHATSU,HIJET TRUCK JUMBO SAIIIt,HIJET TRUCK JUMBO SAIIIt,,pending,,,,auto-added from latest model data
NISSAN,BVL2RSYD23FHP--AAA,BVL2RSYD23FHP--AAA,,pending,,,,auto-added from latest model data
NISSAN,BVL2RTYD23FHP--A--,BVL2RTYD23FHP--A--,,pending,,,,auto-added from latest model data
TATA,XENON 2.1L CNG SC CLE HD,XENON 2.1L CNG SC CLE HD,,pending,,,,auto-added from latest model data
TOYOTA,HIACE DX ROUTE VAN,HIACE DX ROUTE VAN,,pending,,,,auto-added from latest model data
CHEVROLET,COLORADO S-CAB,COLORADO S-CAB,,pending,,,,auto-added from latest model data
FORD,FORD RANGER iJCT9AH,FORD RANGER iJCT9AH,,pending,,,,auto-added from latest model data
MITSUBISHI,Triton C-Cab 2.5 DID (T/C)  GL,Triton C-Cab 2.5 DID (T/C)  GL,,pending,,,,auto-added from latest model data
TOYOTA,KUN25R-URMSHT  A4,KUN25R-URMSHT  A4,,pending,,,,auto-added from latest model data
HINO,FC9JE1A-BBAHF,FC9JE1A-BBAHF,,pending,,,,auto-added from latest model data
NISSAN,NissanUrvan,NissanUrvan,,pending,,,,auto-added from latest model data
ASM,ATT6,ATT6,,pending,,,,auto-added from latest model data
PANTHERA,Classic II,Classic II,,pending,,,,auto-added from latest model data
S.T.TUK TUK,ST,ST,,pending,,,,auto-added from latest model data
Mercedes-Benz,AMG E 53 4MATIC+ Coupe,AMG E 53 4MATIC+ Coupe,,pending,,,,auto-added from latest model data
Mercedes-Benz,CLS 220 d,CLS 220 d,,pending,,,,auto-added from latest model data
Mercedes-Benz,CLS 250 CDI COUPE,CLS 250 CDI COUPE,,pending,,,,auto-added from latest model data
ALFA ROMEO,GIULIETTA 1.4,GIULIETTA 1.4,,pending,,,,auto-added from latest model data
ASTON MARTIN,DB9 COUPE,DB9 COUPE,,pending,,,,auto-added from latest model data
AUDI,A8 L 55 TFSI q Prestige,A8 L 55 TFSI q Prestige,,pending,,,,auto-added from latest model data
AUDI,R8 COUPE V10 PERFORMANCE,R8 COUPE V10 PERFORMANCE,,pending,,,,auto-added from latest model data
AUDI,RS Q8 q,RS Q8 q,,pending,,,,auto-added from latest model data
BMW,420D GRAN COUPE RHD,420D GRAN COUPE RHD,,pending,,,,auto-added from latest model data
BMW,M2 COUPE,M2 COUPE,,pending,,,,auto-added from latest model data
BMW,M4 GTS Coupe RHD,M4 GTS Coupe RHD,,pending,,,,auto-added from latest model data
BMW,M5,M5,,pending,,,,auto-added from latest model data
BMW,M850i xDrive Coupe RHD,M850i xDrive Coupe RHD,,pending,,,,auto-added from latest model data
